CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41651295,GREY LADY/GOA TACO/PARATHA TACO,MANHATTAN,77,DELANCEY STREET,10002,6465805239,American,02/10/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,02/10/2016,05/21/2016,Cycle Inspection / Initial Inspection
41308515,ASHBOX CAFE,BROOKLYN,1154,MANHATTAN AVENUE,11222,7183893222,Sandwiches,06/03/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,06/03/2015,05/21/2016,Cycle Inspection / Initial Inspection
41624957,BIG NEW YORK FRIED CHICKEN,QUEENS,9201,165 STREET,11433,7182977499,Chicken,05/07/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9,A,05/07/2016,05/21/2016,Cycle Inspection / Re-inspection
41445737,1818 SEAFOOD RESTAURANT,BROOKLYN,1818,AVENUE U,11229,7183326188,Chinese,10/01/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35,,,05/21/2016,Cycle Inspection / Initial Inspection
41432356,QUICK STOP DELI,QUEENS,6806,ROOSEVELT AVENUE,11377,3474488273,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/03/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,02/03/2015,05/21/2016,Cycle Inspection / Re-inspection
41577301,COPPELIA CUBAN LUNCHEONETTE,MANHATTAN,207,WEST   14 STREET,10011,2128585001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/20/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41690257,CHINA STAR BUFFET,BROOKLYN,2179,RALPH AVENUE,11234,7185312211,Chinese,09/16/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
50000058,NAHM THAI KITCHEN,BROOKLYN,194,5 AVE,11217,7187831984,Thai,07/22/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
41653930,RONG HUA CHINESE RESTAURANT,QUEENS,13119,JAMAICA AVENUE,11418,7184414031,Chinese,12/10/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
50038509,IHOP,BROOKLYN,253,LIVINGSTON ST,11201,7182224467,American,10/21/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,10/21/2015,05/21/2016,Cycle Inspection / Initial Inspection
50001655,EL RICO TINTO BAKERY,QUEENS,76-07,37TH AVENUE,11372,7184241324,Spanish,09/07/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,49,,,05/21/2016,Cycle Inspection / Initial Inspection
40370168,EAR INN,MANHATTAN,326,SPRING STREET,10013,2122269060,American,07/17/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
41447492,JIMBO'S HAMBURGER PALACE,BRONX,1025,EAST  163 STREET,10459,3475900750,American,07/08/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,07/08/2013,05/21/2016,Cycle Inspection / Re-inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/24/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,15,B,07/24/2015,05/21/2016,Cycle Inspection / Re-inspection
41453018,ROCK BAR,MANHATTAN,185,CHRISTOPHER STREET,10014,2126751864,American,11/13/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
50012974,ROMEO'S PIZZERIA,STATEN ISLAND,34,JEFFERSON BLVD,10312,7183563300,Pizza/Italian,11/08/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,11/08/2014,05/21/2016,Pre-permit (Operational) / Re-inspection
41418727,BAREBURGER,QUEENS,3321,31 AVENUE,11106,7187777011,American,05/23/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41571036,LOS COMPADRES RESTAURANT,BROOKLYN,5502,3 AVENUE,11220,7184393727,Mexican,09/28/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
40781213,CARIDAD,BRONX,1436,WILLIAMSBRIDGE ROAD,10461,7188928322,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/14/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,14,,,05/21/2016,Cycle Inspection / Initial Inspection
41593113,TISANE PHARMACY,MANHATTAN,340,EAST   86 STREET,10028,2125170037,American,07/08/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,07/08/2015,05/21/2016,Cycle Inspection / Re-inspection
50005353,CUP O YOGURT,BROOKLYN,8512,BAY PKWY,11214,9179339777,American,01/24/2014,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
50001350,Noumura Cafe ( 5th floor Noumura Cafe),MANHATTAN,309,WEST 49TH STREET,10019,2124368092,American,10/21/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,10/21/2013,05/21/2016,Pre-permit (Operational) / Initial Inspection
41686208,CHANG PAI,QUEENS,16612,HILLSIDE AVENUE,11432,7182918222,Chinese,08/05/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,50,,,05/21/2016,Cycle Inspection / Initial Inspection
40576554,LE SINGE VERT,MANHATTAN,160,7 AVENUE,10011,2123664100,French,04/14/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
40399955,SCHICK'S MANOR,BROOKLYN,4901,12 AVENUE,11219,7188536329,Jewish/Kosher,07/25/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/25/2013,05/21/2016,Cycle Inspection / Re-inspection
50018782,CHIKURIN,STATEN ISLAND,365,NEW DORP LN,10306,7183517111,Japanese,12/02/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,B,12/02/2015,05/21/2016,Cycle Inspection / Re-inspection
50011551,OBICA MOZZARELLA BAR,MANHATTAN,928,BROADWAY,10010,2127772754,Italian,07/25/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
41316096,ALIMENTOS SALUDABLES - MEXICAN GRILL,BROOKLYN,5919,4 AVENUE,11220,7184921660,Mexican,06/30/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,46,,,05/21/2016,Cycle Inspection / Initial Inspection
41224381,SIDECAR,BROOKLYN,560,5 AVENUE,11215,7183690077,American,09/16/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,09/16/2015,05/21/2016,Cycle Inspection / Initial Inspection
50007657,VILLAGE BAGEL,QUEENS,1437,150TH ST,11357,7183573577,Bakery,09/04/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,,,05/21/2016,Cycle Inspection / Initial Inspection
40381797,ROSA MEXICANO,MANHATTAN,1063,FIRST AVENUE,10022,2127537407,Mexican,05/21/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,05/21/2016,Cycle Inspection / Initial Inspection
50000112,YASHA RAMAN,MANHATTAN,940,AMSTERDAM AVE,10025,2122222995,Japanese,05/19/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,05/19/2014,05/21/2016,Cycle Inspection / Re-inspection
50000393,SHAKE SHACK,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7037237264,American,06/03/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,06/03/2014,05/21/2016,Cycle Inspection / Initial Inspection
41657465,NAN BEI HO,QUEENS,21222,48 AVENUE,11364,7183571838,Chinese,02/20/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,,,05/21/2016,Cycle Inspection / Initial Inspection
41145163,PHO BANG RESTAURANT,QUEENS,4107,KISSENA BOULEVARD,11355,7189395520,Vietnamese/Cambodian/Malaysia,04/02/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030,Pizza,07/09/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,39,C,07/09/2013,05/21/2016,Cycle Inspection / Re-inspection
41633622,SAKURA TERIYAKI EXPRESS,BROOKLYN,6301,8 AVENUE,11220,9173490926,Japanese,02/10/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
40580639,UDON WEST,MANHATTAN,11,ST MARKS PLACE,10003,6466915269,Japanese,12/16/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
41317598,CHO CHO SAN JAPANESE RESTAURANT,MANHATTAN,15,WEST    8 STREET,10011,2124733633,Japanese,08/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41459743,EVERYDAY GOURMET DELI,MANHATTAN,369,LEXINGTON AVENUE,10017,2129860500,American,11/19/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
