BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
Fuel America,,,Apollonia Enterprises L L C,,78057,09/13/2012 09:36:42 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,09/20/2013 01:46:01 PM,14-4-202.11,*,Food Contact Surfaces Design,09/20/2013 01:46:01 PM,Fail,,Long white cutting board over deli cooler visibly soiled and scoared. Clean to remove  resurface or replace.,152   Chestnut Hill AV,Brighton,MA,02135,31659,"(42.34145, -71.15433)"
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/18/2014 12:56:12 PM,03-3-501.16,***,Hot Holding,08/18/2014 12:56:12 PM,Fail,,Beef Curry 134F  baked chicken 96F and vegetable pakoras 114F. Must be keeped above 140F at all times.,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/29/2011 12:00:51 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,11/29/2011 12:00:51 PM,Fail,,Ceiling vents with dust build up  clean to remove.,138   ST JAMES  AV,BOSTON,MA,02116,,
Langham Hotel,,CHRISTINE GILPIN  CONTROL LER,CHRISTINE GILPIN CONTROL,LER,23003,01/11/2012 08:50:36 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,12/14/2010 11:04:48 AM,14-4-202.11,*,Food Contact Surfaces Design,12/14/2010 11:04:48 AM,Pass,2010-12-15 08:48:53,Ceiling area above ice machine in kitchen is in disrepair.Repair.,250   Franklin ST,Boston,MA,02110,157806,"(42.35663, -71.054279)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,18961,01/09/2012 03:57:09 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,12/01/2008 12:19:23 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,12/01/2008 03:24:34 PM,Pass,2008-12-01 15:24:34,Exterior of the refrigerator next to ice machine is soiled. Clean.,1   Brookline AV,Boston,MA,02215,157196,"(42.34842, -71.097471)"
Country Kitchen,,AMINPOUR AMIR,Arleen Campbell,,32027,01/05/2012 08:42:50 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/23/2012 10:57:17 AM,42-6-501.113/.114,*,Premises Maintained,04/23/2012 10:57:17 AM,Fail,,clean or remove all un-used equipment through-out basement/storage areas,830   Blue Hill AV,Dorchester,MA,02124,16567,"(42.29621, -71.08718)"
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,09/07/2012 01:09:35 PM,20-4-703.11,***,Food Contact Surfaces Clean,09/07/2012 01:09:35 PM,Pass,2012-09-07 15:11:02,clean & sanitize the can opener all parts--,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/31/2014 11:54:33 AM,38-6-202.11,*,Fixture's not properly shielded,03/31/2014 11:54:33 AM,Fail,,,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
The Upper Crust,,PESIRIDIS THEODORE TRST,Shenefield,Shawn,90116,03/25/2013 02:37:01 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,09/24/2014 12:18:20 PM,15-4-202.16,*,Non-Food Contact Surfaces,09/24/2014 12:18:20 PM,Fail,,repair 2 door undercounter freezer,683   Tremont ST,Roxbury,MA,02118,137919,"(42.34156, -71.07662)"
Uno Due Go,,DRUKER BERTRAM A TRSTS,URC L L C,,74800,12/30/2011 01:59:52 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,03/27/2015 01:17:33 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,03/27/2015 01:17:33 PM,Fail,,Main hood sticker is expired from February 2015 / Contact hood cleaning company immediately.,52   Summer ST,Boston,MA,02110,132025,"(42.35445, -71.05881)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,01/02/2013 12:55:20 PM,15-4-202.16,*,Non-Food Contact Surfaces,01/02/2013 12:55:20 PM,Pass,2013-01-02 15:40:21,Resurface wooden counter top,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
ODYSSEY CRUISES,,MASS BAY LINES INC. FREEDOM,ODYSSEY CRUISES PREMIER YACHTS INC.,,24485,02/01/2012 03:02:49 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/02/2011 11:01:57 AM,31-5-204/05.11,***,Location  Accessible,06/02/2011 11:01:57 AM,Fail,,Multiple handsinks used as dump sinks.Discontinue practice and provide proper setups.Discussed with chef.,60  Rowes Wh,Boston,MA,02110,156112,"(42.356532, -71.050251)"
SIMCO'S INC.,,RUSSO SALVATORE G,DENISE FOTOPOULOS,,21265,03/01/2012 03:54:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/18/2013 11:49:07 AM,16-4-501.11/.15,*,Dishwashng Facilities,01/18/2013 11:49:07 AM,Pass,2013-01-22 08:38:34,Only 1 plug at ware washing sink  provide missing  plugs.,679   Canterbury ST,Roslindale,MA,02131,25482,"(42.28542, -71.11)"
West Napoli Pizza,,VRATTOS SOCRATES TS,BARDHI,SOKOL,21409,06/06/2012 03:38:02 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/14/2010 11:20:39 AM,29-5-201/02.11,*,Installed and Maintained,06/14/2010 11:20:39 AM,Fail,,The hot water faucet at the handsink is broken.  Repair.,1946  Centre St,West Roxbury,MA,02132,27764,"(42.28358, -71.15676)"
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/22/2012 10:51:11 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,10/22/2012 10:51:11 AM,Fail,,properly store all wiping cloths in a sanitizing solution,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
Currito Burrito,,,Park,Chan,28764,01/05/2012 12:58:58 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,03/08/2011 01:32:21 PM,,,,,,,,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,02128,,
ODYSSEY CRUISES,,MASS BAY LINES INC. FREEDOM,ODYSSEY CRUISES PREMIER YACHTS INC.,,24485,02/01/2012 03:02:49 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/08/2012 12:01:22 PM,20-4-703.11,***,Food Contact Surfaces Clean,06/08/2012 12:01:22 PM,Pass,2012-06-11 08:38:01,Main dishwasher tested at 0ppm and a bar glasswasher not functioning properly.Repair.,60  Rowes Wh,Boston,MA,02110,156112,"(42.356532, -71.050251)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/02/2013 10:06:29 AM,02-3-602.11-.12/3-302.12,*,Food Container Labels,08/02/2013 10:06:29 AM,Fail,,3rd floor -label bulk food containers.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
PATS PIZZA,,LOWER MILLS RESTAURANT,LOWER MILLS RESTAURANT,GROUP LLC,24124,12/19/2011 11:01:23 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/31/2014 01:11:15 PM,29-5-201/02.11,*,Installed and Maintained,01/31/2014 01:11:15 PM,Fail,,Hot water faucet of the 3 bay sink in the basement area appears to be leaking. Repair.,2254   Dorchester AV,Dorchester,MA,02124,156905,"(42.273506, -71.067541)"
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/03/2009 11:23:54 AM,41-7-101.11,***,Toxic Items: Original Container,09/04/2009 10:43:19 AM,Fail,,Murphies wood cleaner connected directly to automatic soap dispenser at 2 bay sink in basement.  Discontinue and use appropriate cleaner for 2 bay sink.,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
Cafeteria Y Pizzaria Mi Columbia,,,E.B. Crown Fried Chicken & Pizza Inc.,,124996,01/09/2014 01:41:04 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/19/2015 11:57:41 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,05/19/2015 11:57:41 AM,Pass,2015-05-20 08:09:36,Keep wiping cloths in sanitizer.,50   Maverick SQ,East Boston,MA,02128,92897,"(42.37017, -71.03868)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,08/31/2015 11:32:02 AM,08-3-305-307.11,*,Food Protection,08/31/2015 11:32:02 AM,Pass,2015-09-01 08:33:03,Store raw shell eggs under all ready to eat foods in the walk-in units Shellfish stored above sliced cherry tomatoes in one of the sandwich units on the cooking line -  relocate and store as discussed SEA GRILL BAR: keep all ready to eat foods stored above all raw poultry  seafood and beef,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Aramark at Houghton Mifflin,,TWO TWENTY TWO BERKELEY,ARAMARK,C/O JARED LESSARD,24693,02/15/2012 01:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/14/2008 10:19:48 AM,03-3-501.16(A),***,Cold Holding,07/14/2008 03:15:55 PM,Fail,,Deli turkey piled up over lip of container at open top refridge at 44F.Roast beef at 46-48F.Yellow american cheese at 50F(all product piled high over lip of container).,222   Berkeley ST,Boston,MA,02116,15007,"(42.35084, -71.07311)"
Peggy O'Neil's Pub & Grille,,LIMERICK CO INC,LIMERICK CO INC,,19097,12/13/2011 03:15:33 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,10/13/2010 01:49:24 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,10/13/2010 01:49:24 PM,Pass,2010-10-14 08:05:13,Filters above stove top and grill with heavy grease build-up. Clean to remove. Hood and vent company scheduled to do cleaning. PIC stated she would fax all documentation to the Health Department.,1310   DORCHESTER  AV,DORCHESTER,MA,02122,,
Aramark at Houghton Mifflin,,TWO TWENTY TWO BERKELEY,ARAMARK,C/O JARED LESSARD,24693,02/15/2012 01:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,01/09/2012 10:42:23 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,01/09/2012 10:42:23 AM,Fail,,1) vents above ovens with heavy dust build up  clean to remove 2) vent above pannini's with dust and grease build up  clean to remove 3) walls and light behind panini's with grease build up  clean to remove,222   Berkeley ST,Boston,MA,02116,15007,"(42.35084, -71.07311)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,03/24/2011 11:08:09 AM,15-4-202.16,*,Non-Food Contact Surfaces,03/24/2011 11:08:09 AM,Pass,2011-03-25 07:51:12,Bar- Provide tonic hose holder drain hoses,117   EAST BERKELEY,BOSTON,MA,02118,,
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/18/2012 11:07:29 AM,14-4-202.11,*,Food Contact Surfaces Design,12/18/2012 11:07:29 AM,Fail,,Oyster bar- Repair lobster scale and basket.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Dunkin Donuts,,ONE HUNDRED CAMBRIDGE STREET,DN Donuts Inc.,Danny Haddad,26507,01/11/2012 11:22:31 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,08/31/2012 01:29:25 PM,08-3-305-307.11,*,Food Protection,08/31/2012 01:29:25 PM,Pass,2012-08-31 15:45:51,Open boxes of coffee not stoned in food grade covered containers.,100   Cambridge ST,Boston,MA,02114,25222,"(42.360584, -71.062109)"
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/26/2015 11:49:04 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,10/26/2015 11:49:04 AM,Fail,,Clean walls and ceiling in walk in refrigerator of build up from fan.  Clean fan cover in walk in refrigerator of grime build up.,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/27/2014 02:12:48 PM,02-3-602.11-.12/3-302.12,*,Food Container Labels,01/27/2014 02:12:48 PM,Fail,,Label all bulk food containers with ingredient name.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
The Upper Crust,,,Snow,John,140027,03/02/2015 08:46:12 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,05/18/2015 02:32:05 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,05/18/2015 02:32:05 PM,Fail,,Exterior and interior of several refrigerator and freezer units (on both levels) soiled. Clean properly.,20   Charles ST,Boston,MA,02114,163154,"(42.356834, -71.07005)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,18961,01/09/2012 03:57:09 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/05/2015 02:36:15 PM,14-4-202.11,*,Food Contact Surfaces Design,10/05/2015 02:36:15 PM,Fail,,Plastic cup used to dispense flour. Use handled utensils only.,1   Brookline AV,Boston,MA,02215,157196,"(42.34842, -71.097471)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,18961,01/09/2012 03:57:09 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,12/02/2013 11:58:48 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/02/2013 11:58:48 AM,Fail,,Replace missing air curtains in black box walk in.,1   Brookline AV,Boston,MA,02215,157196,"(42.34842, -71.097471)"
MIAMI RESTAURANT,,,JUAN A. REYES,,21019,01/05/2012 10:56:50 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,06/24/2009 11:01:38 AM,15-4-202.16,*,Non-Food Contact Surfaces,06/29/2009 11:42:23 AM,Fail,,No divider between hand sink & clean equipment.,381   Centre ST,Jamaica Plain,MA,02130,158224,"(42.322337, -71.10927)"
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/01/2009 02:09:19 PM,05-4-302.12,*,Food Thermometers Provided,05/01/2009 03:27:27 PM,Pass,2009-05-01 15:27:27,Provide working  visible thermometer in unit.,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
PHO 2000,,SCHIAVO BRUNO A TS,Dung Ngu,,76202,04/06/2012 12:14:16 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,11/13/2012 01:49:35 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,11/13/2012 01:49:35 PM,Pass,2012-11-13 15:42:20,Walls behind  slicer and upright freezer soile. Clean,198   Adams ST,Dorchester,MA,02122,606,"(42.30224, -71.06)"
DRAGON CHEF CHINESE REST.,,,RU BANG CHEN PRES.,,21347,02/06/2012 10:55:13 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,10/21/2008 12:20:59 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,10/21/2008 03:35:24 PM,Pass,2008-10-21 15:35:24,1) hood with greas build up  clean to remove,411  Washington St,Brighton,MA,02135,156051,"(42.349266, -71.15532)"
SIMCO'S INC.,,RUSSO SALVATORE G,DENISE FOTOPOULOS,,21265,03/01/2012 03:54:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,11/09/2015 02:48:29 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,11/09/2015 02:48:29 PM,Pass,2015-11-10 08:33:27,No cover receptacle in restroom .Provide,679   Canterbury ST,Roslindale,MA,02131,25482,"(42.28542, -71.11)"
ZESTO'S PIZZA,,FOUR 60-468 CENTRE STREET,K & M Pizza Inc.,,75590,12/12/2011 12:47:41 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,03/27/2015 02:34:34 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,03/27/2015 02:34:34 PM,Pass,2015-03-27 15:20:24,No soap hand hand snk in basement prep area.,460   Centre ST,Jamaica Plain,MA,02130,28061,"(42.31935, -71.11154)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/30/2012 10:10:51 AM,17-4-302.14,*,Test Kit Provided,08/30/2012 10:10:51 AM,Fail,,No thermometer in walk in refrig.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Peggy O'Neil's Pub & Grille,,LIMERICK CO INC,LIMERICK CO INC,,19097,12/13/2011 03:15:33 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/15/2009 01:50:43 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,05/18/2009 08:10:37 AM,Pass,2009-05-18 08:10:37,Liquid dishwashing soap being used for hands. Discontinue and use proper hand washing soap.,1310   DORCHESTER  AV,DORCHESTER,MA,02122,,
Yamato II,,,Jiang,Ming,137896,06/30/2015 08:46:46 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/17/2015 12:21:25 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,11/17/2015 12:21:25 PM,Fail,,Hand Washing Sink near three bay sink without proper signage. Provide.,545  Boylston St,Boston,MA,02116,193086,"(42.35081, -71.07581)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/13/2012 12:52:52 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,02/13/2012 12:52:52 PM,Pass,2012-02-13 14:59:50,Hotline hood sticker indicates that it was serviced in 9-2011 and expired in 12-2011.Please provide documentation that it is up to date.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/24/2010 11:20:31 AM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,08/24/2010 11:20:31 AM,Fail,,Provide paper towels for hand sink in prep area,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/08/2010 11:58:24 AM,02-3-602.11-.12/3-302.12,*,Food Container Labels,02/08/2010 11:58:24 AM,Fail,,,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
Langham Hotel,,CHRISTINE GILPIN  CONTROL LER,CHRISTINE GILPIN CONTROL,LER,23003,01/11/2012 08:50:36 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/26/2008 11:59:23 AM,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,09/29/2008 08:55:41 AM,Fail,,Replace out of place ceiling tile in employee dining area  Replace damaged fan motor Covers inside  pastry freezer clean fan motor covers inside  pastry walk in,250   Franklin ST,Boston,MA,02110,157806,"(42.35663, -71.054279)"
Masona Grill,,JOF REALTY LLC,Masona Inc.,,28939,01/18/2012 05:50:35 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/19/2013 05:45:36 PM,20-4-703.11,***,Food Contact Surfaces Clean,09/19/2013 05:45:36 PM,Fail,,provide institutional sanitizer,2  Corey St,West Roxbury,MA,02132,42766,"(42.28468, -71.15523)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/18/2012 11:07:29 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/18/2012 11:07:29 AM,Fail,,Main kitchen (salad reach in) remove excess water.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,11/07/2014 01:22:31 PM,36-6-201.11,*,Floors Designed Constructed Installed,11/07/2014 01:22:31 PM,Fail,,floor of Ladies room with missing tiles and in disrepair  repair,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Fenmore American Bistro,,,Buckminster Restaurant Group L L C,,86937,07/29/2013 08:50:28 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/12/2015 01:22:58 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,06/12/2015 01:22:58 PM,Pass,2015-06-12 15:48:30,Knife store soiled in the clean knife box at the cooking line. Clean and sanitize properly. Deli slicer with dried up food debris. Clean and sanitize properly. Can Opener with dried up food debris. Clean and sanitize properly.,645   Beacon ST,Boston,MA,02215,161922,"(42.348363, -71.097697)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/01/2011 12:07:56 PM,32-6-501.11-.12/6-202.14,*,Toilet Enclosed Clean,06/01/2011 12:07:56 PM,Pass,2011-06-01 15:17:47,Provide proper self closing mechanism for employee restroom door upstairs.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
New York Fried Chicken (1251 River St.),,DANA MARSHALL A,Shah,Raiz Ali,29713,12/08/2011 11:14:53 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/05/2008 11:22:14 AM,38-6-202.11,*,Fixture's not properly shielded,05/05/2008 03:36:24 PM,Pass,2008-05-05 15:36:24,replace missing bulb.,1251   River ST,Hyde Park,MA,02136,116347,"(42.25605, -71.12345)"
Sapient Corp. Aramark Coffee Bar,,ONE-31 DARTMOUTH STREET LLC,Aramark Corp.,,90488,01/06/2014 01:23:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,07/02/2015 12:22:15 PM,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,07/02/2015 12:22:15 PM,Fail,,repair display case to operate at 41 degrees or below,131  Dartmouth St,Boston,MA,02116,46311,"(42.34682, -71.07543)"
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/14/2011 11:24:05 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,10/14/2011 11:24:05 AM,Fail,,clean floor under and inbetween equipment....,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
M.J. O'CONNOR'S,,O'CONNOR,O'CONNOR,AUSTIN,21420,02/15/2012 01:48:07 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,12/29/2015 12:06:52 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,12/29/2015 12:06:52 PM,Pass,2015-12-29 15:03:13,Ice machine interior soiled. Can opener soiled with dried up debris. Clean and sanitize properly.,27   COLUMBUS  AV,BOSTON,MA,02116,,
