ADDRESS,OPERATION NAME,DATE OF INSPECTION,VIOLATION ITEM,VIOLATION DESCRIPTION,CRITICAL VIOLATION,TOTAL # CRITICAL VIOLATIONS,TOTAL # CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY CODE,FACILITY ADDRESS,FACILITY CITY,FACILITY POSTAL ZIPCODE,NYSDOH GAZETTEER (1980),FACILITY MUNICIPALITY,PERMIT EXPIRATION DATE,FOOD SERVICE TYPE,FOOD SERVICE DESCRIPTION,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FS FACILITY STATE,LATITUDE,LONGITUDE
"43 CANAL  STREET,  LYONS",BLUE MOON TAVERN/Inactive,06/04/2007,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,1,Geneva District Office,WAYNE,58-A207   ,43 CANAL  STREET,LYONS,14489    ,585400,LYONS,,Food Service Establishment,Restaurant,,,ANN DELORM ,PATRICIA ,326479,Inspection,,NY,,
"5286  STATE ROUTE 14,  GENEVA",MADDERLAKE CAFE/Inactive,07/12/2007,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,5,Geneva District Office,ONTARIO,34-A048   ,5286  STATE ROUTE 14  ,GENEVA,14456    ,345500,GENEVA,,Food Service Establishment,Restaurant,,"MADDERLAKE, LLC",SNYDER ,SCOTT  ,515713,Re-Inspection,,NY,,
"25 WEST MAIN  STREET,  SHORTSVILLE",CHINA KING/Inactive,03/08/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,3,1,4,Geneva District Office,ONTARIO,34-A383   ,25 WEST MAIN  STREET,SHORTSVILLE,14548    ,342300,MANCHESTER,,Food Service Establishment,Restaurant,,,JIN,LU LI,535322,Inspection,,NY,42.955604,-77.221906
"3325  MARVIN SANDS  DRIVE,  CANANDAIGUA",FINGER LAKES COMMUNITY COLLEGE/Inactive,04/24/2006,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,0,7,Geneva District Office,ONTARIO,34-A925   ,3325  MARVIN SANDS  DRIVE,CANANDAIGUA,14424    ,345700,HOPEWELL,,Institutional Food Service,College Food Service,,FLCC ASSOC INC ,,,326574,Inspection,,NY,42.87205,-77.24355
"12 MAIDEN LANE,  PENN YAN",HOLLY'S RED ROOSTER/Inactive,04/30/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,6,Geneva District Office,YATES,61-A025   ,12 MAIDEN LANE,PENN YAN,14527    ,612001,MILO,,Food Service Establishment,Restaurant,,HOLLY'S RESTAURANT INCORP ,HOLLY ,JOHN ,326543,Inspection,,NY,42.661755,-77.055178
"101 LIBERTY STREET,  PENN YAN",NEW CHINA BUFFET/IA,04/30/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,0,9,Geneva District Office,YATES,61-A038   ,101 LIBERTY STREET,PENN YAN,14527    ,612001,MILO,,Food Service Establishment,Restaurant,,,LI ,WEI DONG,555045,Inspection,,NY,42.656871,-77.055156
"604 SOUTH MAIN  STREET,  NEWARK",BAKERY AND CAFE/Inactive,06/17/2009,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,5,Geneva District Office,WAYNE,58-A191   ,604 SOUTH MAIN  STREET,NEWARK ,14513    ,582000,ARCADIA,,Food Service Establishment,Food Service Establishment,,,FAGNER ,SUSAN ,687092,Inspection,,NY,43.041258,-77.095681
"43 CANAL  STREET,  LYONS",DEACON'S TAVERN/Inactive,12/30/2009,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,4,Geneva District Office,WAYNE,58-A207   ,43 CANAL  STREET,LYONS,14489    ,585400,LYONS,,Food Service Establishment,Food Service Establishment,,,VANSCOTT ,JOSHUA ,715379,Inspection,,NY,,
"122 SOUTH MAIN  STREET,  NAPLES",CHINA CITY RESTAURANT/Inactive,04/20/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,6,Geneva District Office,ONTARIO,34-A037   ,122 SOUTH MAIN  STREET,NAPLES,14512    ,342400,NAPLES,,Food Service Establishment,Restaurant,,,LIN ,YAN MING ,539376,Inspection,,NY,42.614754,-77.402784
"436 ROUTE 104,  ONTARIO",GRANSKOFSKI'S FAMILY RESTAURANT/Inactive,05/04/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,0,9,Geneva District Office,WAYNE,58-A216   ,436 ROUTE 104   ,ONTARIO,14519    ,585700,ONTARIO,,Food Service Establishment,Restaurant,,GRANSKOFSKI'S FAMILY RESTAURANTS INC ,GRANN,GARY ,590421,Inspection,,NY,43.225341,-77.35769
"Clarkson University,  Potsdam",Clarkson University Java City/Inactive,10/11/2005,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Canton District Office,ST LAWRENCE,44-AF44   , Clarkson University  ,Potsdam,13676    ,442900,POTSDAM,06/30/2011,Institutional Food Service,College Food Service,,ARAMARK Campus LLC,Clary,Bernie,325305,Inspection,,NY,,
"4962 State Highway 68,  Ogdensburg",Ruby's Roadside Grill/Inactive,07/14/2006,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,4,Canton District Office,ST LAWRENCE,44-AB56   , 4962 State Highway 68  ,Ogdensburg,13669    ,446500,LISBON,,Food Service Establishment,Restaurant,,,Carr,Delberta,324084,Inspection,,NY,44.671241,-75.384772
"828 Morris Street,  Ogdensburg","Corner Deli, LLC/Inactive",07/28/2006,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,10,Canton District Office,ST LAWRENCE,44-AF12   , 828 Morris Street  ,Ogdensburg,13669    ,440100,OGDENSBURG,,Food Service Establishment,Restaurant,"Corner Deli, LLC","Corner Deli, LLC",Sellers,Steven,324685,Inspection,,NY,44.693694,-75.482291
"N. Umberland Street,  Morristown",Harbor Inn/Dormant,08/03/2006,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,3,Canton District Office,ST LAWRENCE,44-AB16   , N. Umberland Street  ,Morristown,13664    ,442700,MORRISTOWN,10/31/2006,Food Service Establishment,Restaurant,Harbor Inn,"Harbor Bay Enterprise, LLLC","Ceresoli, Sr.",Donald,324026,Inspection,,NY,,
"37 Munson Road,  Brasher Falls",Northern Lights Night Club/Inactive,08/30/2007,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,0,3,Canton District Office,ST LAWRENCE,44-AB51   , 37 Munson Road  ,Brasher Falls,13613    ,445000,BRASHER,,Food Service Establishment,Tavern,,"Northern Lights Night Club, Inc.",Rush,Jeffery,481644,Inspection,,NY,44.866893,-74.783813
"91 Franklin Road,  Waddington",Twin Brooks Golf Course/Inactive,07/29/2009,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,3,Canton District Office,ST LAWRENCE,44-AC84   , 91 Franklin Road  ,Waddington,13694    ,448100,WADDINGTON,10/15/2014,Food Service Establishment,Restaurant,,,Thomas,Lawrence,324266,Inspection,,NY,44.859396,-75.189777
"20 Main Street,  Massena",Speedway Inn/Inactive,08/13/2009,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,6,Canton District Office,ST LAWRENCE,44-AC17   , 20 Main Street  ,Massena,13662    ,440200,MASSENA,10/31/2015,Food Service Establishment,Tavern,,4T's Coporation,Alguire,Timothy,534144,Inspection,,NY,44.932707,-74.893106
ROCHESTER,FRESHWISE CATERING/Inactive,01/26/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275403809 ,,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,666955,Inspection,,NY,,
"107 Main Street,  Canton",Blackbird Cafe/Inactive,10/21/2009,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,0,19,Canton District Office,ST LAWRENCE,44-AG43   , 107 Main Street  ,Canton,13617    ,442000,CANTON,03/31/2017,Food Service Establishment,Restaurant,,"Ironwood Ventures, Inc.",Hebb,Katrina,582848,Inspection,,NY,44.59569,-75.16911
"56 West Main Street,  Norfolk",Joe's Bar & Grill/Inactive,01/21/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Canton District Office,ST LAWRENCE,44-AB40   , 56 West Main Street  ,Norfolk,13667    ,447100,NORFOLK,10/31/2015,Food Service Establishment,Tavern,,,Bregg,Francis,324059,Inspection,,NY,44.80161,-74.992824
"3906 State Highway 56,  South Colton",Red Pine Pub/Inactive,02/26/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,2,Canton District Office,ST LAWRENCE,44-AD20   , 3906 State Highway 56  ,South Colton,13687    ,445400,COLTON,10/31/2015,Food Service Establishment,Tavern,,Red Pine Pub LLC,Williams,Elexa-Jo,324338,Inspection,,NY,44.50977,-74.89023
"297 Main Street,  Massena",Pizza Hut Restaurant/Inactive,06/13/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,3,Canton District Office,ST LAWRENCE,44-AC21   , 297 Main Street  ,Massena,13662    ,440200,MASSENA,12/31/2007,Food Service Establishment,Restaurant,Pizza Hut Restaurant,Daland Corporation,Seiwert,Alan,324168,Inspection,,NY,,
"396 South Main Street,  Massena",Italian On The Run/Inactive,06/19/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,4,Canton District Office,ST LAWRENCE,44-AF97   , 396 South Main Street  ,Massena,13662    ,440200,MASSENA,,Food Service Establishment,Restaurant,,,Makdouli,Crista & Tarek ,313463,Inspection,,NY,44.919227,-74.889193
"6098 State Highway 37,  Massena",McDonald's Restaurant/Inactive,07/11/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Canton District Office,ST LAWRENCE,44-AD93   , 6098 State Highway 37  ,Massena,13662    ,446900,MASSENA,,Food Service Establishment,Restaurant,McDonald's Restaurant,Napoli PSC Series LLC,Frazier,Dan,324462,Inspection,,NY,44.9512,-74.84269
"2058 County Route 27,  Russell",Drop Inn/Inactive,08/13/2008,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,1,Canton District Office,ST LAWRENCE,44-AE70   , 2058 County Route 27  ,Russell,13684    ,447900,RUSSELL,,Food Service Establishment,Tavern,,,Gary Rickett,Deborah Smith,324617,Inspection,,NY,44.348779,-75.08124
"209 Main Street,  Morristown",Cattleman's Steak & Ale/Inactive,07/22/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,1,16,Canton District Office,ST LAWRENCE,44-AD85   , 209 Main Street  ,Morristown,13664    ,442700,MORRISTOWN,,Food Service Establishment,Restaurant,,JGH Enterprises LLC,Hagopian,John,761186,Inspection,,NY,44.58588,-75.64487
"2512 County Route 24,  Hermon",Edwards-Knox Central School Summer Feedin/Inactive,07/13/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,3,3,1,Canton District Office,ST LAWRENCE,44-AD53   , 2512 County Route 24  ,Hermon,13652    ,447900,RUSSELL,,SED Summer Feeding Prog.,SED Satellite Feeding Site,,,,,773221,Inspection,,NY,44.363963,-75.203157
"209 Center Street,  Massena",Violi's Restaurant/Inactive,11/08/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,15,Canton District Office,ST LAWRENCE,44-AC93   , 209 Center Street  ,Massena,13662    ,440200,MASSENA,10/31/2015,Food Service Establishment,Restaurant,Violi's Restaurant,"Violi's, Inc.",Violi,Ross,324282,Inspection,,NY,44.934746,-74.88173
"401 TARRYTOWN ROAD,  WHITE PLAINS",THE BAGEL OVEN/Inactive,01/21/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,5,Westchester County,WESTCHESTER,01-K846-B ,401 TARRYTOWN ROAD,WHITE PLAINS,10607    ,595300,GREENBURGH,04/30/2011,Food Service Establishment,Food Service Establishment,,B & N DREAM BAGELS INC.,THE BAGEL OVEN, ,661569,Inspection,,NY,,
"19 NORTH SALEM ROAD,  CROSS RIVER",APPLE'S DELI/Inactive,02/18/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,13,Westchester County,WESTCHESTER,01-G852-B ,19 NORTH SALEM ROAD,CROSS RIVER,10518    ,595500,LEWISBORO,02/28/2013,Food Service Establishment,Food Service Establishment,APPLE'S DELI,APPLE'S DELI INC,PECINOS,EDWIN,458540,Inspection,,NY,,
"49 PALISADE  AVENUE,  YONKERS",PIZZA DORA/Inactive,03/17/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-M309-B ,49 PALISADE  AVENUE,YONKERS,10701    ,590707,YONKERS,06/30/2011,Food Service Establishment,Food Service Establishment,,,RUIZ,JUAN,713570,Inspection,,NY,,
"702 MCLEAN AVENUE,  YONKERS",SOPHIA'S PIZZA/Inactive,03/29/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,2,16,Westchester County,WESTCHESTER,01-G742-A ,702 MCLEAN AVENUE,YONKERS,10704    ,590707,YONKERS,11/30/2011,Food Service Establishment,Food Service Establishment,ADELE INC,ADELE INC., LOTTO,A.,458080,Inspection,,NY,,
"93 RIVERDALE AVENUE,  YONKERS",EXCELLENT CHINESE RESTAURANT/Inactive,03/31/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,16,Westchester County,WESTCHESTER,01-K939-A ,93 RIVERDALE AVENUE,YONKERS,10701    ,590707,YONKERS,07/31/2011,Food Service Establishment,Food Service Establishment,,FU TIAN US CORPORATION,EXCELLENT CHINESE RESTAURANT, ,673012,Inspection,,NY,,
"111 BEDFORD ROAD,  ARMONK",ENZO'S ANTICHI SAPORI/Inactive,04/05/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-J659-A ,111 BEDFORD ROAD,ARMONK,10504    ,595900,NO. CASTLE,04/30/2015,Food Service Establishment,Food Service Establishment,,ENZO'S CULINARY CORNER INC.,ENZO'S CULINARY CORNER INC., ,525662,Inspection,,NY,41.125037,-73.70012
"232 NORTH HIGHLAND  AVENUE,  OSSINING",ELITA'S DELI & GROCERY/Inactive,09/10/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,2,10,Westchester County,WESTCHESTER,01-M387-A ,232 NORTH HIGHLAND  AVENUE,OSSINING,10562    ,596100,OSSINING,07/31/2014,Food Service Establishment,Food Service Establishment,,,NIEVES,JAVIER,715692,Inspection,,NY,41.17479,-73.867043
"12 RUSSELL AVENUE,  NEW ROCHELLE",MODERN RESTAURANT/Inactive,09/07/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,0,14,Westchester County,WESTCHESTER,01-9963-A ,12 RUSSELL AVENUE,NEW ROCHELLE,10805    ,590400,NEW ROCHELLE,11/30/2012,Food Service Establishment,Food Service Establishment,MODERN RESTAURANT,CSS PIZZERIA INC.,CSS PIZZERIA INC., ,455745,Inspection,,NY,40.90168,-73.791035
"204  NEW MAIN  STREET,  YONKERS",KURI'S BALLPARK DELI/Inactive,09/24/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,9,Westchester County,WESTCHESTER,01-M318-A ,204  NEW MAIN  STREET,YONKERS,10701    ,590707,YONKERS,03/31/2011,Food Service Establishment,Food Service Establishment,,"KURI'S BALLPARK DELI, INC","KURI'S BALLPARK DELI, INC", ,713883,Inspection,,NY,,
"29.5 - 37 SOUTH MOGER AVENUE #1,  MOUNT KISCO",TOUCH OF JAMAICA/Inactive,09/10/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,5,Westchester County,WESTCHESTER,01-M189-A ,29.5 - 37 SOUTH MOGER AVENUE #1  ,MOUNT KISCO,10549    ,592000,MT. KISCO,02/29/2012,Food Service Establishment,Food Service Establishment,,TOUCH OF JAMAICA LLC,GIBSON,MICHELLE,694357,Inspection,,NY,,
"954 OLD POST ROAD,  BEDFORD",BEDFORD POST CAFE/Inactive,11/17/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,2,2,10,Westchester County,WESTCHESTER,01-M063-A ,954 OLD POST ROAD,BEDFORD,10506    ,595000,BEDFORD,01/31/2015,Food Service Establishment,Food Service Establishment,,OLD POST AND PONY LLC,OLD POST AND PONY LLC, ,686913,Inspection,,NY,41.219203,-73.626664
"69 WESTCHESTER AVENUE,  POUND RIDGE",PINOCCHIO PIZZA/Inactive,11/22/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,1,5,Westchester County,WESTCHESTER,01-M058-A ,69 WESTCHESTER AVENUE,POUND RIDGE,10576    ,596300,POUND RIDGE,09/30/2014,Food Service Establishment,Food Service Establishment,,HOMEFIELD RESTAURANT CORP.,HOMEFIELD RESTAURANT CORP., ,685797,Inspection,,NY,41.19023,-73.551485
"1327 NORTH AVENUE,  NEW ROCHELLE",EDEN WOK/Inactive,11/16/2010,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,7,Westchester County,WESTCHESTER,01-H082-A ,1327 NORTH AVENUE,NEW ROCHELLE,10804    ,590400,NEW ROCHELLE,09/30/2013,Food Service Establishment,Food Service Establishment,EDEN WOK,ASIAN GLATT KOSHER INC.,ASIAN GLATT KOSHER INC., ,467566,Inspection,,NY,40.947089,-73.795787
"63 KATONAH AVENUE,  KATONAH",KATONAH RESTAURANT/Inactive,03/08/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,22,Westchester County,WESTCHESTER,01-6623-A ,63 KATONAH AVENUE,KATONAH,10536    ,595000,BEDFORD,01/31/2015,Food Service Establishment,Food Service Establishment,KATONAH RESTAURANT,"G.S.J. RESTAURANT, INC.","G.S.J. RESTAURANT, INC.", ,454809,Inspection,,NY,41.25884,-73.684243
"2 WEST BROOK  DRIVE,  CORTLANDT",AL FORNO'S PIZZERIA/Inactive,03/31/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-H107-A ,2 WEST BROOK  DRIVE,CORTLANDT,10567    ,595100,CORTLANDT,06/30/2013,Food Service Establishment,Food Service Establishment,,SKENDER VENTURES INC,,,479295,Inspection,,NY,41.323871,-73.882638
"7 PURDY STREET,  HARRISON",TRINITY GRILL & BAR/Inactive,03/16/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-C984-A ,7 PURDY STREET,HARRISON,10528    ,595400,HARRISON,06/30/2013,Food Service Establishment,Food Service Establishment,TRINITY GRILL & BAR,THE GREEN PYRAMID LTD,CAHILL,VERONICA,479513,Re-Inspection,,NY,40.968828,-73.711782
"34 EAST 3RD STREET,  MOUNT VERNON",YU YEE RESTAURANT/Inactive,02/10/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,12,Westchester County,WESTCHESTER,01-M481-A ,34 EAST 3RD STREET,MOUNT VERNON,10550    ,590301,MT. VERNON,12/31/2012,Food Service Establishment,Food Service Establishment,,,LI,YU,722026,Inspection,,NY,40.907148,-73.833432
"1116  PLEASANTVILLE ROAD,  BRIARCLIFF MANOR",KIKU KIKU/Inactive,02/16/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,3,Westchester County,WESTCHESTER,01-M812-A ,1116  PLEASANTVILLE ROAD,BRIARCLIFF MANOR,10510    ,593102,BRIARCLIFF,09/30/2011,Food Service Establishment,Food Service Establishment,,,CHANG,KYUNG TAEK,750906,Inspection,,NY,,
"15 MAIN STREET,  MOUNT KISCO",BLUE ASIAN FUSION RESTAURANT/Inactive,04/27/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,1,9,Westchester County,WESTCHESTER,01-M057-A ,15 MAIN STREET,MOUNT KISCO,10549    ,592000,MT. KISCO,09/30/2011,Food Service Establishment,Food Service Establishment,,BLUE ASIAN FOOD INC,BLUE ASIAN FOOD INC, ,685778,Inspection,,NY,,
ROCHESTER,CARMINE EXPRESS/Inactive,11/14/2011,None,,Not Critical Violation,0,0,0,Monroe County,MONROE,270474501 ,,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,666698,Re-Inspection,,NY,,
"105 SOMERSTOWN ROAD,  KATONAH",MUSCOOT/Inactive,05/12/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,3,3,27,Westchester County,WESTCHESTER,01-M259-A ,105 SOMERSTOWN ROAD,KATONAH,10536    ,596600,SOMERS,03/31/2013,Food Service Establishment,Food Service Establishment,,DE YALA INC,, ,700630,Inspection,,NY,,
"297 SOUTH BROADWAY,  YONKERS",CASA SALVADORENA/Inactive,04/19/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,8,Westchester County,WESTCHESTER,01-J181-A ,297 SOUTH BROADWAY  ,YONKERS,10705    ,590707,YONKERS,03/31/2013,Food Service Establishment,Food Service Establishment,,CASA SALVADORENA CORP.,CASA SALVADORENA CORP., ,509864,Inspection,,NY,40.922363,-73.895892
"65 PONDFIELD ROAD,  BRONXVILLE",GOURMET 2 GO CAFE & CATERING/Inactive,09/21/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,1,Westchester County,WESTCHESTER,01-M856-A ,65 PONDFIELD ROAD,BRONXVILLE,10708    ,592200,EASTCHESTER,11/30/2012,Food Service Establishment,Food Service Establishment,,GOURMET 2 GO CAFE & CATERING LLC,GOURMET 2 GO CAFE & CATERING L, ,752421,Inspection,,NY,40.940851,-73.833532
"15 MAIN STREET,  MOUNT KISCO",BLUE ASIAN FUSION RESTAURANT/Inactive,09/29/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,1,1,7,Westchester County,WESTCHESTER,01-M057-A ,15 MAIN STREET,MOUNT KISCO,10549    ,592000,MT. KISCO,09/30/2011,Food Service Establishment,Food Service Establishment,,BLUE ASIAN FOOD INC,BLUE ASIAN FOOD INC, ,685778,Inspection,,NY,,
"280 KATONAH AVENUE,  KATONAH",LA FAMIGLIA/Inactive,09/27/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,19,Westchester County,WESTCHESTER,01-M384-A ,280 KATONAH AVENUE,KATONAH,10536    ,595000,BEDFORD,07/31/2014,Food Service Establishment,Food Service Establishment,,280 KATONAH CORP.,280 KATONAH CORP., ,715683,Inspection,,NY,41.25539,-73.683767
"63 KATONAH AVENUE,  KATONAH",KATONAH RESTAURANT/Inactive,09/21/2011,11B,"Wiping cloths dirty, not stored properly in sanitizing solutions",Not Critical Violation,0,0,9,Westchester County,WESTCHESTER,01-6623-A ,63 KATONAH AVENUE,KATONAH,10536    ,595000,BEDFORD,01/31/2015,Food Service Establishment,Food Service Establishment,KATONAH RESTAURANT,"G.S.J. RESTAURANT, INC.","G.S.J. RESTAURANT, INC.", ,454809,Re-Inspection,,NY,41.25884,-73.684243
