Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
27409,WEIGHT WATCHERS,5222 NICHOLSON LN,,KENSINGTON,20895,02/12/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"WEIGHT WATCHERS N AMERICA, INC.",Market,Food,39.0433,-77.106,"(39.0433, -77.106)"
27942,EDIBLE ARRANGEMENTS,12619-K WISTERIA DR,,GERMANTOWN,20874,03/11/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"BMK GROUP, LLC",Restaurant,Food,0,0,"(0, 0)"
18466,GOLDBERG'S NEW YORK BAGELS,4824-26 BOILING BROOK PKWY.,,ROCKVILLE,20852,06/16/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"WASHINGTON BAGEL CO., LLC.",Carry Out,Food,39.046,-77.0986,"(39.046, -77.0986)"
17109,HIRO SUSHI,"5268 NICHOLSON LN,",,KENSINGTON,20895,07/24/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"HIRO SUSHI, INC.",Restaurant,Food,39.0444,-77.1067,"(39.0444, -77.1067)"
325,BOSTON MARKET #1031,5290 RANDOLPH RD.,,ROCKVILLE,20852,11/04/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,BOSTON MARKET CORPORATION,Restaurant,Food,39.0532,-77.1045,"(39.0532, -77.1045)"
18858,CAF� 2020,4870 BOILING BROOK PKWY.,,ROCKVILLE,20852,05/30/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"JON & KIM, INC (ELIZABETH JON)",,Food,39.046,-77.0996,"(39.046, -77.0996)"
943,FOOD STOP MINI MART,4820 BOILING BROOK PKWY.,,ROCKVILLE,20852,02/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"BOILING BROOK FOODS, INC.",Market,Food,39.0461,-77.0985,"(39.0461, -77.0985)"
18858,CAF� 2020,4870 BOILING BROOK PKWY.,,ROCKVILLE,20852,11/05/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"JON & KIM, INC (ELIZABETH JON)",,Food,39.046,-77.0996,"(39.046, -77.0996)"
18039,AMINA THAI,5065 NICHOLSON LANE,,ROCKVILLE,20852,11/06/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,AMINA THAI CORP.,Restaurant,Food,39.0461,-77.1046,"(39.0461, -77.1046)"
11512,RIO GRANDE CAF�,231 RIO BLVD,,GAITHERSBURG,20878,03/10/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"THE MEXICAN RESTAURANT, INC.",Restaurant,Food,39.1182,-77.2,"(39.1182, -77.2)"
20143,PHO HOA BINH,11782 PARKLAWN DR,,ROCKVILLE,20852,02/19/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"SLK, INC.",Restaurant,Food,39.0482,-77.1024,"(39.0482, -77.1024)"
24025,YUMMY YOGURT,4701 SANGAMORE ROAD M5,,BETHESDA,20816,03/11/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,YUMMY YOGURT LLC,Carry Out,Food,38.9498,-77.1203,"(38.9498, -77.1203)"
28787,SAFEWAY #0870,10101 NEW HAMPSHIRE AVE,,SILVER SPRING,20903,03/10/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,NAI SATURN EASTURN LLC,Market,Food,39.0206,-76.976,"(39.0206, -76.976)"
28821,EDIBLE ARRANGEMENTS,5050 NICHOLSON LN,Unit #C,ROCKVILLE,20852,10/22/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"DEFOUR, LLC",Market,Food,39.0459,-77.103,"(39.0459, -77.103)"
18858,CAF� 2020,4870 BOILING BROOK PKWY.,,ROCKVILLE,20852,06/14/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"JON & KIM, INC (ELIZABETH JON)",,Food,39.046,-77.0996,"(39.046, -77.0996)"
2345,STAPLES THE OFFICE SUPERSTORE #177,6800 WISCONSIN AVE.,,BETHESDA,20815,03/10/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"STAPLES THE OFFICE SUPERSTORE EAST, INC.",Market,Food,38.9776,-77.0911,"(38.9776, -77.0911)"
11548,MEM SAHIB,4840 BOILING BROOK PKWY.,,ROCKVILLE,20852,02/24/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SUDARSHAN TULI,Restaurant,Food,39.0461,-77.0992,"(39.0461, -77.0992)"
18466,GOLDBERG'S NEW YORK BAGELS,4824-26 BOILING BROOK PKWY.,,ROCKVILLE,20852,01/28/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,,"WASHINGTON BAGEL CO., LLC.",Carry Out,Food,39.046,-77.0986,"(39.046, -77.0986)"
22676,DOMINO'S PIZZA #4638,5268 E. NICHOLSON LN.,,KENSINGTON,20895,10/22/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"TEAM WASHINGTON, INC.",Restaurant,Food,39.0444,-77.1067,"(39.0444, -77.1067)"
17739,HOME GOODS #215,5130 NICHOLSON LN.,,ROCKVILLE,20895,06/30/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"HOME GOODS, INC./SALES TAX",Market,Food,39.0441,-77.1046,"(39.0441, -77.1046)"
18858,CAF� 2020,4870 BOILING BROOK PKWY.,,ROCKVILLE,20852,02/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"JON & KIM, INC (ELIZABETH JON)",,Food,39.046,-77.0996,"(39.046, -77.0996)"
21358,PIZZA LEO & ASTEROIDS,4836 BOILING BROOKE PARKWAY,,ROCKVILLE,20852,03/31/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LOFTI & IS8AM, INC.",Market,Food,39.046,-77.099,"(39.046, -77.099)"
514,CHICKEN BASKET,5058-B NICHOLSON LN.,,ROCKVILLE,20852,01/26/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"WONDER FRY, INC",Restaurant,Food,39.0457,-77.1039,"(39.0457, -77.1039)"
1511,SELECTOS  LATINOS,11790 PARKLAWN DR.,,ROCKVILLE,20852,12/15/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"EVERLU FOOD SERVICES, LLC",,Food,39.0483,-77.1025,"(39.0483, -77.1025)"
28830,RETRO FITNESS,5238 NICHOLSON LANE,,KENSINGTON,20895,12/21/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,ROCKVILLE GYM TOO LLC,,Food,39.0433,-77.1064,"(39.0433, -77.1064)"
11537,SUBWAY,5286 RANDOLPH RD.,,ROCKVILLE,20852,11/04/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SUKETU PATEL,,Food,39.0531,-77.1046,"(39.0531, -77.1046)"
18050,MOTI'S MARKET,4860 BOILING BROOK PKWY.,,ROCKVILLE,20852,07/03/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,ADADTRACY YITZHAKY,Market,Food,39.0461,-77.0995,"(39.0461, -77.0995)"
21338,PROVISIONS CATERING,4947 WYACONDA RD.,,ROCKVILLE,20852,10/10/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"PROVISIONS, LTD.",Caterer,Food,39.0455,-77.0993,"(39.0455, -77.0993)"
1673,MONT. CO. PRE-RELEASE CENTER,11651 NEBEL ST.,,ROCKVILLE,20852,07/22/2015,Critical Violations Corrected,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MONTGOMERY COUNTY GOV'T.,Institution,Food,39.0474,-77.1043,"(39.0474, -77.1043)"
21338,PROVISIONS CATERING,4947 WYACONDA RD.,,ROCKVILLE,20852,09/02/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"PROVISIONS, LTD.",Caterer,Food,39.0455,-77.0993,"(39.0455, -77.0993)"
22540,EL POLLO REAL,5058-C NICHOLSON LANE,,ROCKVILLE,20852,12/15/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"TRUJILLO-LIMA FOODS, LLC.",Restaurant,Food,39.0457,-77.1039,"(39.0457, -77.1039)"
23108,VIGNOLA'S CATERING,11612 BOILING BROOK PKWY,,ROCKVILLE,20852,05/19/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"VIGNOLA GOURMET, LLC.",Restaurant,Food,39.047,-77.0996,"(39.047, -77.0996)"
11548,MEM SAHIB,4840 BOILING BROOK PKWY.,,ROCKVILLE,20852,04/09/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SUDARSHAN TULI,Restaurant,Food,39.0461,-77.0992,"(39.0461, -77.0992)"
27539,PF GERMANTOWN,13031 WISTERIA DR,,GERMANTOWN,20874,03/11/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,PF-GERMANTOWN LLC,Market,Food,39.1778,-77.2716,"(39.1778, -77.2716)"
29552,DUCK DUCK GOOSE,7929 NORFOLK AVE,,BETHESDA,20814,03/10/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,ALFRED RESTAURANT GROUP,Restaurant,Food,,,
22258,PIEMONTE BISCOTTI @ PRALINE BAKERY,4611-O SANGAMORE RD.,,BETHESDA,20816,03/11/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"PIEMONTE BISCOTTI, LLC.",Caterer,Food,38.95,-77.1194,"(38.95, -77.1194)"
23108,VIGNOLA'S CATERING,11612 BOILING BROOK PKWY,,ROCKVILLE,20852,10/27/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"VIGNOLA GOURMET, LLC.",Restaurant,Food,39.047,-77.0996,"(39.047, -77.0996)"
11537,SUBWAY,5286 RANDOLPH RD.,,ROCKVILLE,20852,06/24/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SUKETU PATEL,,Food,39.0531,-77.1046,"(39.0531, -77.1046)"
2583,VIE DE FRANCE #15B,5218 NICHOLSON LN.,,KENSINGTON,20895,06/19/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"VIE DE FRANCE BAKERY YAMAZAKI, INC.",Restaurant,Food,39.0433,-77.1059,"(39.0433, -77.1059)"
18858,CAF� 2020,4870 BOILING BROOK PKWY.,,ROCKVILLE,20852,09/06/2014,Critical Violations Corrected,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"JON & KIM, INC (ELIZABETH JON)",,Food,39.046,-77.0996,"(39.046, -77.0996)"
18466,GOLDBERG'S NEW YORK BAGELS,4824-26 BOILING BROOK PKWY.,,ROCKVILLE,20852,10/13/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"WASHINGTON BAGEL CO., LLC.",Carry Out,Food,39.046,-77.0986,"(39.046, -77.0986)"
20143,PHO HOA BINH,11782 PARKLAWN DR,,ROCKVILLE,20852,10/22/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SLK, INC.",Restaurant,Food,39.0482,-77.1024,"(39.0482, -77.1024)"
325,BOSTON MARKET #1031,5290 RANDOLPH RD.,,ROCKVILLE,20852,10/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,BOSTON MARKET CORPORATION,Restaurant,Food,39.0532,-77.1045,"(39.0532, -77.1045)"
18466,GOLDBERG'S NEW YORK BAGELS,4824-26 BOILING BROOK PKWY.,,ROCKVILLE,20852,10/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"WASHINGTON BAGEL CO., LLC.",Carry Out,Food,39.046,-77.0986,"(39.046, -77.0986)"
2583,VIE DE FRANCE #15B,5218 NICHOLSON LN.,,KENSINGTON,20895,11/06/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"VIE DE FRANCE BAKERY YAMAZAKI, INC.",Restaurant,Food,39.0433,-77.1059,"(39.0433, -77.1059)"
